"","pathway"
"5944","C5GO - GOBP Negative Regulation of Cysteine Type Endopeptidase Activity"
"5945","C5GO - GOBP Negative Regulation of Cysteine Type Endopeptidase Activity Involved in Apoptotic Signaling Pathway"
"5946","C5GO - GOBP Negative Regulation of Cytokine Production"
"5947","C5GO - GOBP Negative Regulation of Cytokine Production Involved in Immune Response"
"5948","C5GO - GOBP Negative Regulation of Cytokine Production Involved in Inflammatory Response"
"5949","C5GO - GOBP Negative Regulation of Cytokinesis"
"5950","C5GO - GOBP Negative Regulation of Cytoplasmic Translation"
"5951","C5GO - GOBP Negative Regulation of Cytoskeleton Organization"
"5952","C5GO - GOBP Negative Regulation of Cytosolic Calcium Ion Concentration"
"5953","C5GO - GOBP Negative Regulation of Defense Response"
"5954","C5GO - GOBP Negative Regulation of Defense Response to Bacterium"
"5955","C5GO - GOBP Negative Regulation of Defense Response to Virus"
"5956","C5GO - GOBP Negative Regulation of Delayed Rectifier Potassium Channel Activity"
"5957","C5GO - GOBP Negative Regulation of Dendrite Development"
"5958","C5GO - GOBP Negative Regulation of Dendrite Morphogenesis"
"5959","C5GO - GOBP Negative Regulation of Dendritic Cell Apoptotic Process"
"5960","C5GO - GOBP Negative Regulation of Dendritic Cell Differentiation"
"5961","C5GO - GOBP Negative Regulation of Dendritic Spine Development"
"5962","C5GO - GOBP Negative Regulation of Dendritic Spine Morphogenesis"
"5963","C5GO - GOBP Negative Regulation of Dephosphorylation"
"5964","C5GO - GOBP Negative Regulation of Developmental Growth"
"5965","C5GO - GOBP Negative Regulation of Developmental Process"
"5966","C5GO - GOBP Negative Regulation of Digestive System Process"
"5967","C5GO - GOBP Negative Regulation of DNA Binding"
"5968","C5GO - GOBP Negative Regulation of DNA Binding Transcription Factor Activity"
"5969","C5GO - GOBP Negative Regulation of DNA Biosynthetic Process"
"5970","C5GO - GOBP Negative Regulation of DNA Damage Checkpoint"
"5971","C5GO - GOBP Negative Regulation of DNA Damage Response Signal Transduction by P53 Class Mediator"
"5972","C5GO - GOBP Negative Regulation of DNA Dependent DNA Replication"
"5973","C5GO - GOBP Negative Regulation of DNA Metabolic Process"
"5974","C5GO - GOBP Negative Regulation of DNA Recombination"
"5975","C5GO - GOBP Negative Regulation of DNA Repair"
"5976","C5GO - GOBP Negative Regulation of DNA Replication"
"5977","C5GO - GOBP Negative Regulation of DNA Templated Transcription Elongation"
"5978","C5GO - GOBP Negative Regulation of DNA Templated Transcription Initiation"
"5979","C5GO - GOBP Negative Regulation of Dopamine Secretion"
"5980","C5GO - GOBP Negative Regulation of Double Strand Break Repair via Homologous Recombination"
"5981","C5GO - GOBP Negative Regulation of Double Strand Break Repair via Nonhomologous End Joining"
"5982","C5GO - GOBP Negative Regulation of Endocytosis"
"5983","C5GO - GOBP Negative Regulation of Endoplasmic Reticulum Calcium Ion Concentration"
"5984","C5GO - GOBP Negative Regulation of Endoplasmic Reticulum Stress Induced Eif2 Alpha Phosphorylation"
"5985","C5GO - GOBP Negative Regulation of Endoplasmic Reticulum Stress Induced Intrinsic Apoptotic Signaling Pathway"
"5986","C5GO - GOBP Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response"
"5987","C5GO - GOBP Negative Regulation of Endothelial Cell Apoptotic Process"
"5988","C5GO - GOBP Negative Regulation of Endothelial Cell Chemotaxis"
"5989","C5GO - GOBP Negative Regulation of Endothelial Cell Differentiation"
"5990","C5GO - GOBP Negative Regulation of Endothelial Cell Proliferation"
"5991","C5GO - GOBP Negative Regulation of Epidermal Growth Factor Activated Receptor Activity"
"5992","C5GO - GOBP Negative Regulation of Epidermis Development"
"5993","C5GO - GOBP Negative Regulation of Epinephrine Secretion"
"5994","C5GO - GOBP Negative Regulation of Epithelial Cell Apoptotic Process"
"5995","C5GO - GOBP Negative Regulation of Epithelial Cell Differentiation"
"5996","C5GO - GOBP Negative Regulation of Epithelial Cell Migration"
"5997","C5GO - GOBP Negative Regulation of Epithelial Cell Proliferation"
"5998","C5GO - GOBP Negative Regulation of Epithelial Cell Proliferation Involved in Prostate Gland Development"
"5999","C5GO - GOBP Negative Regulation of Epithelial to Mesenchymal Transition"
"6000","C5GO - GOBP Negative Regulation of Erad Pathway"
"6001","C5GO - GOBP Negative Regulation of Erbb Signaling Pathway"
"6002","C5GO - GOBP Negative Regulation of Erk1 and Erk2 Cascade"
"6003","C5GO - GOBP Negative Regulation of Erythrocyte Differentiation"
"6004","C5GO - GOBP Negative Regulation of Establishment of Protein Localization"
"6005","C5GO - GOBP Negative Regulation of Establishment of Protein Localization to Mitochondrion"
"6006","C5GO - GOBP Negative Regulation of Excitatory Postsynaptic Potential"
"6007","C5GO - GOBP Negative Regulation of Execution Phase of Apoptosis"
"6008","C5GO - GOBP Negative Regulation of Exocytosis"
"6009","C5GO - GOBP Negative Regulation of Extracellular Matrix Disassembly"
"6010","C5GO - GOBP Negative Regulation of Extracellular Matrix Organization"
"6011","C5GO - GOBP Negative Regulation of Extrinsic Apoptotic Signaling Pathway"
"6012","C5GO - GOBP Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors"
"6013","C5GO - GOBP Negative Regulation of Fat Cell Differentiation"
"6014","C5GO - GOBP Negative Regulation of Fat Cell Proliferation"
"6015","C5GO - GOBP Negative Regulation of Fatty Acid Beta Oxidation"
"6016","C5GO - GOBP Negative Regulation of Fatty Acid Biosynthetic Process"
"6017","C5GO - GOBP Negative Regulation of Fatty Acid Metabolic Process"
"6018","C5GO - GOBP Negative Regulation of Fatty Acid Oxidation"
"6019","C5GO - GOBP Negative Regulation of Fatty Acid Transport"
"6020","C5GO - GOBP Negative Regulation of Feeding Behavior"
"6021","C5GO - GOBP Negative Regulation of Fibrinolysis"
"6022","C5GO - GOBP Negative Regulation of Fibroblast Apoptotic Process"
"6023","C5GO - GOBP Negative Regulation of Fibroblast Growth Factor Production"
"6024","C5GO - GOBP Negative Regulation of Fibroblast Growth Factor Receptor Signaling Pathway"
"6025","C5GO - GOBP Negative Regulation of Fibroblast Migration"
"6026","C5GO - GOBP Negative Regulation of Fibroblast Proliferation"
"6027","C5GO - GOBP Negative Regulation of Filopodium Assembly"
"6028","C5GO - GOBP Negative Regulation of G Protein Coupled Receptor Signaling Pathway"
"6029","C5GO - GOBP Negative Regulation of G0 to G1 Transition"
"6030","C5GO - GOBP Negative Regulation of Gastric Acid Secretion"
"6031","C5GO - GOBP Negative Regulation of Gene Expression"
"6032","C5GO - GOBP Negative Regulation of Gene Expression Epigenetic"
"6033","C5GO - GOBP Negative Regulation of Glial Cell Apoptotic Process"
"6034","C5GO - GOBP Negative Regulation of Glial Cell Differentiation"
"6035","C5GO - GOBP Negative Regulation of Glial Cell Proliferation"
"6036","C5GO - GOBP Negative Regulation of Gliogenesis"
"6037","C5GO - GOBP Negative Regulation of Glucocorticoid Metabolic Process"
"6038","C5GO - GOBP Negative Regulation of Gluconeogenesis"
"6039","C5GO - GOBP Negative Regulation of Glucose Import"
"6040","C5GO - GOBP Negative Regulation of Glucose Transmembrane Transport"
"6041","C5GO - GOBP Negative Regulation of Glutamate Secretion"
"6042","C5GO - GOBP Negative Regulation of Glycogen Metabolic Process"
"6043","C5GO - GOBP Negative Regulation of Glycolytic Process"
"6044","C5GO - GOBP Negative Regulation of Glycoprotein Metabolic Process"
"6045","C5GO - GOBP Negative Regulation of Golgi to Plasma Membrane Protein Transport"
"6046","C5GO - GOBP Negative Regulation of Gonadotropin Secretion"
"6047","C5GO - GOBP Negative Regulation of Granulocyte Chemotaxis"
"6048","C5GO - GOBP Negative Regulation of Granulocyte Differentiation"
"6049","C5GO - GOBP Negative Regulation of Growth"
"6050","C5GO - GOBP Negative Regulation of Gtpase Activity"
"6051","C5GO - GOBP Negative Regulation of Guanyl Nucleotide Exchange Factor Activity"
"6052","C5GO - GOBP Negative Regulation of Hair Follicle Development"
"6053","C5GO - GOBP Negative Regulation of Heart Rate"
"6054","C5GO - GOBP Negative Regulation of Helicase Activity"
"6055","C5GO - GOBP Negative Regulation of Hematopoietic Progenitor Cell Differentiation"
"6056","C5GO - GOBP Negative Regulation of Hemopoiesis"
"6057","C5GO - GOBP Negative Regulation of Hepatocyte Apoptotic Process"
"6058","C5GO - GOBP Negative Regulation of Hexokinase Activity"
"6059","C5GO - GOBP Negative Regulation of High Voltage Gated Calcium Channel Activity"
"6060","C5GO - GOBP Negative Regulation of Hippo Signaling"
"6061","C5GO - GOBP Negative Regulation of Histone Acetylation"
"6062","C5GO - GOBP Negative Regulation of Histone Deacetylation"
"6063","C5GO - GOBP Negative Regulation of Histone H3 K27 Methylation"
"6064","C5GO - GOBP Negative Regulation of Histone H3 K4 Methylation"
"6065","C5GO - GOBP Negative Regulation of Histone H3 K9 Methylation"
"6066","C5GO - GOBP Negative Regulation of Histone H3 K9 Trimethylation"
"6067","C5GO - GOBP Negative Regulation of Histone H4 Acetylation"
"6068","C5GO - GOBP Negative Regulation of Histone Methylation"
"6069","C5GO - GOBP Negative Regulation of Histone Modification"
"6070","C5GO - GOBP Negative Regulation of Histone Phosphorylation"
"6071","C5GO - GOBP Negative Regulation of Homotypic Cell Cell Adhesion"
"6072","C5GO - GOBP Negative Regulation of Hormone Biosynthetic Process"
"6073","C5GO - GOBP Negative Regulation of Hormone Metabolic Process"
"6074","C5GO - GOBP Negative Regulation of Hormone Secretion"
"6075","C5GO - GOBP Negative Regulation of Humoral Immune Response"
"6076","C5GO - GOBP Negative Regulation of Humoral Immune Response Mediated by Circulating Immunoglobulin"
"6077","C5GO - GOBP Negative Regulation of Hydrogen Peroxide Mediated Programmed Cell Death"
"6078","C5GO - GOBP Negative Regulation of Hydrogen Peroxide Metabolic Process"
"6079","C5GO - GOBP Negative Regulation of Hydrolase Activity"
"6080","C5GO - GOBP Negative Regulation of Hypoxia Induced Intrinsic Apoptotic Signaling Pathway"
"6081","C5GO - GOBP Negative Regulation of I Kappab Kinase Nf Kappab Signaling"
"6082","C5GO - GOBP Negative Regulation of Immune Effector Process"
"6083","C5GO - GOBP Negative Regulation of Immune Response"
"6084","C5GO - GOBP Negative Regulation of Immune System Process"
"6085","C5GO - GOBP Negative Regulation of Immunoglobulin Production"
"6086","C5GO - GOBP Negative Regulation of Inclusion Body Assembly"
"6087","C5GO - GOBP Negative Regulation of Inflammatory Response"
"6088","C5GO - GOBP Negative Regulation of Inflammatory Response to Antigenic Stimulus"
"6089","C5GO - GOBP Negative Regulation of Innate Immune Response"
"6090","C5GO - GOBP Negative Regulation of Insulin Like Growth Factor Receptor Signaling Pathway"
"6091","C5GO - GOBP Negative Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus"
"6092","C5GO - GOBP Negative Regulation of Interferon Alpha Production"
"6093","C5GO - GOBP Negative Regulation of Interferon Beta Production"
"6094","C5GO - GOBP Negative Regulation of Interferon Gamma Production"
"6095","C5GO - GOBP Negative Regulation of Interleukin 1 Alpha Production"
"6096","C5GO - GOBP Negative Regulation of Interleukin 1 Beta Production"
"6097","C5GO - GOBP Negative Regulation of Interleukin 1 Mediated Signaling Pathway"
"6098","C5GO - GOBP Negative Regulation of Interleukin 1 Production"
"6099","C5GO - GOBP Negative Regulation of Interleukin 10 Production"
"6100","C5GO - GOBP Negative Regulation of Interleukin 12 Production"
"6101","C5GO - GOBP Negative Regulation of Interleukin 13 Production"
"6102","C5GO - GOBP Negative Regulation of Interleukin 17 Production"
"6103","C5GO - GOBP Negative Regulation of Interleukin 18 Production"
"6104","C5GO - GOBP Negative Regulation of Interleukin 2 Production"
"6105","C5GO - GOBP Negative Regulation of Interleukin 4 Production"
"6106","C5GO - GOBP Negative Regulation of Interleukin 5 Production"
"6107","C5GO - GOBP Negative Regulation of Interleukin 6 Mediated Signaling Pathway"
"6108","C5GO - GOBP Negative Regulation of Interleukin 6 Production"
"6109","C5GO - GOBP Negative Regulation of Interleukin 8 Production"
"6110","C5GO - GOBP Negative Regulation of Intracellular Estrogen Receptor Signaling Pathway"
"6111","C5GO - GOBP Negative Regulation of Intracellular Protein Transport"
"6112","C5GO - GOBP Negative Regulation of Intracellular Signal Transduction"
"6113","C5GO - GOBP Negative Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway"
"6114","C5GO - GOBP Negative Regulation of Intracellular Transport"
"6115","C5GO - GOBP Negative Regulation of Intrinsic Apoptotic Signaling Pathway"
"6116","C5GO - GOBP Negative Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator"
"6117","C5GO - GOBP Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage"
"6118","C5GO - GOBP Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to Osmotic Stress"
"6119","C5GO - GOBP Negative Regulation of Ion Transmembrane Transport"
"6120","C5GO - GOBP Negative Regulation of Ion Transmembrane Transporter Activity"
"6121","C5GO - GOBP Negative Regulation of Ion Transport"
"6122","C5GO - GOBP Negative Regulation of Ire1 Mediated Unfolded Protein Response"
"6123","C5GO - GOBP Negative Regulation of Isotype Switching"
"6124","C5GO - GOBP Negative Regulation of JNK Cascade"
"6125","C5GO - GOBP Negative Regulation of Jun Kinase Activity"
"6126","C5GO - GOBP Negative Regulation of Keratinocyte Differentiation"
"6127","C5GO - GOBP Negative Regulation of Keratinocyte Proliferation"
"6128","C5GO - GOBP Negative Regulation of Kidney Development"
"6129","C5GO - GOBP Negative Regulation of Kinase Activity"
"6130","C5GO - GOBP Negative Regulation of Lamellipodium Assembly"
"6131","C5GO - GOBP Negative Regulation of Lamellipodium Organization"
"6132","C5GO - GOBP Negative Regulation of Lens Fiber Cell Differentiation"
"6133","C5GO - GOBP Negative Regulation of Leukocyte Adhesion to Vascular Endothelial Cell"
"6134","C5GO - GOBP Negative Regulation of Leukocyte Apoptotic Process"
"6135","C5GO - GOBP Negative Regulation of Leukocyte Cell Cell Adhesion"
"6136","C5GO - GOBP Negative Regulation of Leukocyte Chemotaxis"
"6137","C5GO - GOBP Negative Regulation of Leukocyte Degranulation"
"6138","C5GO - GOBP Negative Regulation of Leukocyte Mediated Immunity"
"6139","C5GO - GOBP Negative Regulation of Leukocyte Migration"
"6140","C5GO - GOBP Negative Regulation of Leukocyte Proliferation"
"6141","C5GO - GOBP Negative Regulation of Lipase Activity"
"6142","C5GO - GOBP Negative Regulation of Lipid Biosynthetic Process"
"6143","C5GO - GOBP Negative Regulation of Lipid Catabolic Process"
"6144","C5GO - GOBP Negative Regulation of Lipid Kinase Activity"
"6145","C5GO - GOBP Negative Regulation of Lipid Localization"
"6146","C5GO - GOBP Negative Regulation of Lipid Metabolic Process"
"6147","C5GO - GOBP Negative Regulation of Lipid Storage"
"6148","C5GO - GOBP Negative Regulation of Lipid Transport"
"6149","C5GO - GOBP Negative Regulation of Lipopolysaccharide Mediated Signaling Pathway"
"6150","C5GO - GOBP Negative Regulation of Lipoprotein Lipase Activity"
"6151","C5GO - GOBP Negative Regulation of Lipoprotein Metabolic Process"
"6152","C5GO - GOBP Negative Regulation of Lipoprotein Particle Clearance"
"6153","C5GO - GOBP Negative Regulation of Locomotion"
"6154","C5GO - GOBP Negative Regulation of Long Term Synaptic Potentiation"
"6155","C5GO - GOBP Negative Regulation of Low Density Lipoprotein Particle Clearance"
"6156","C5GO - GOBP Negative Regulation of Low Density Lipoprotein Receptor Activity"
"6157","C5GO - GOBP Negative Regulation of Lyase Activity"
"6158","C5GO - GOBP Negative Regulation of Lymphocyte Activation"
"6159","C5GO - GOBP Negative Regulation of Lymphocyte Apoptotic Process"
"6160","C5GO - GOBP Negative Regulation of Lymphocyte Differentiation"
"6161","C5GO - GOBP Negative Regulation of Lymphocyte Mediated Immunity"
"6162","C5GO - GOBP Negative Regulation of Lymphocyte Migration"
"6163","C5GO - GOBP Negative Regulation of Macroautophagy"
"6164","C5GO - GOBP Negative Regulation of Macrophage Activation"
"6165","C5GO - GOBP Negative Regulation of Macrophage Apoptotic Process"
"6166","C5GO - GOBP Negative Regulation of Macrophage Chemotaxis"
"6167","C5GO - GOBP Negative Regulation of Macrophage Cytokine Production"
"6168","C5GO - GOBP Negative Regulation of Macrophage Derived Foam Cell Differentiation"
"6169","C5GO - GOBP Negative Regulation of Macrophage Differentiation"
"6170","C5GO - GOBP Negative Regulation of Macrophage Migration"
"6171","C5GO - GOBP Negative Regulation of Map Kinase Activity"
"6172","C5GO - GOBP Negative Regulation of MAPK Cascade"
"6173","C5GO - GOBP Negative Regulation of Mast Cell Activation"
"6174","C5GO - GOBP Negative Regulation of Mast Cell Activation Involved in Immune Response"
"6175","C5GO - GOBP Negative Regulation of Mast Cell Degranulation"
"6176","C5GO - GOBP Negative Regulation of Matrix Metallopeptidase Secretion"
"6177","C5GO - GOBP Negative Regulation of Megakaryocyte Differentiation"
"6178","C5GO - GOBP Negative Regulation of Meiotic Cell Cycle"
"6179","C5GO - GOBP Negative Regulation of Meiotic Nuclear Division"
"6180","C5GO - GOBP Negative Regulation of Membrane Depolarization"
"6181","C5GO - GOBP Negative Regulation of Membrane Permeability"
"6182","C5GO - GOBP Negative Regulation of Membrane Potential"
"6183","C5GO - GOBP Negative Regulation of Membrane Protein Ectodomain Proteolysis"
"6184","C5GO - GOBP Negative Regulation of Mesenchymal Cell Apoptotic Process"
"6185","C5GO - GOBP Negative Regulation of Mesenchymal Cell Proliferation"
"6186","C5GO - GOBP Negative Regulation of Metalloendopeptidase Activity"
"6187","C5GO - GOBP Negative Regulation of Metallopeptidase Activity"
"6188","C5GO - GOBP Negative Regulation of Metaphase Anaphase Transition of Cell Cycle"
"6189","C5GO - GOBP Negative Regulation of MHC Class II Biosynthetic Process"
"6190","C5GO - GOBP Negative Regulation of Microglial Cell Activation"
"6191","C5GO - GOBP Negative Regulation of Microtubule Polymerization"
"6192","C5GO - GOBP Negative Regulation of Microtubule Polymerization or Depolymerization"
